dataset,dim,suite,filter_kind,sweep,algo,backend,params,seed,status,path,n_items,n_queries,n_kept,n_queries_heldout,n_queries_oracle,n_targets_in_filter,pass_rate,bloom_fp_rate,k_max,build_s,index_mib,filter_mib,unstable,memory_reserved_mib,elapsed_s,env_code_version,env_commit,env_dirty,env_gpu,env_sm_mhz_load,env_clocks_drift,heldout_recall@100,heldout_ndcg@100,heldout_precision@100,heldout_mrr@100,heldout_recall@500,heldout_ndcg@500,heldout_precision@500,heldout_mrr@500,heldout_recall@1000,heldout_ndcg@1000,heldout_precision@1000,heldout_mrr@1000,heldout_n,oracle_recall@100,oracle_ndcg@100,oracle_precision@100,oracle_mrr@100,oracle_recall@500,oracle_ndcg@500,oracle_precision@500,oracle_mrr@500,oracle_recall@1000,oracle_ndcg@1000,oracle_precision@1000,oracle_mrr@1000,oracle_n,quality_jaccard_vs_first@100,quality_jaccard_vs_first@500,quality_jaccard_vs_first@1000,quality_score_max_abs_diff,quality_parity,perf_k,perf_bs,perf_mode,perf_cache_plans,perf_n,perf_median_ms,perf_mean_ms,perf_p95_ms,perf_p99_ms,perf_min_ms,perf_iqr_ms,perf_qps,perf_host_gap_ms,perf_outliers_std,perf_outliers_tukey,perf_load,perf_spread,perf_unstable,perf_peak_fwd_mib,perf_sm_mhz
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,100,1,eager,,3674,0.5286719799041748,0.5272319651552043,0.6757984101772309,0.8729801398515701,0.2633279860019684,0.084943987429142,1840.163508944386,0.01619800459441445,46,294,closed_loop,0.020640399998015705,False,7.30224609375,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,100,1,graph,,5000,0.22387200593948364,0.6693599853992462,0.25318719148635865,0.44343838661909135,0.19782400131225586,0.043359994888305664,1424.3085443411173,0.03273507958725097,29,135,closed_loop,0.14822751853126867,True,,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,500,1,eager,,2971,0.6560320258140564,0.6416658310126231,0.8277119994163513,0.9297312200069452,0.5477120280265808,0.10017600655555725,1520.836284362517,0.01586713968393416,22,162,closed_loop,0.013072495789037478,False,7.306640625,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,500,1,graph,,5000,0.21827200055122375,0.23126186855733394,0.2215999960899353,0.22393632635474206,0.21251200139522552,0.002463996410369873,4254.059313833759,0.003807726440578696,2,80,closed_loop,0.0004397874219705016,False,,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,1000,1,eager,,2383,0.6582720279693604,0.642447013240675,0.829305624961853,0.8633427429199214,0.5475519895553589,0.09857603907585144,1518.728949592088,0.01599832703455173,11,145,closed_loop,0.027028319159085157,False,7.3125,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,1000,1,graph,,5000,0.22070400416851044,0.2214519935399294,0.22390399873256683,0.22912128120660785,0.21561600267887115,0.0021760016679763794,4439.102397474291,0.0038187730386853302,24,133,closed_loop,0.0010149754965753945,False,,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,100,8,eager,,3024,0.6708160042762756,1.0114251438469168,0.8606671959161758,1.1803638911247252,0.5358399748802185,0.024176031351089478,7870.347300374727,0.005048423922970446,13,1059,closed_loop,0.009206778667057623,False,56.326171875,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,100,8,graph,,4558,0.4386880099773407,0.45177604870714605,0.4431999921798706,0.4460710540413857,0.430976003408432,0.003519982099533081,17558.801570279855,0.0038359113676720846,1,65,closed_loop,0.00036474365667710175,False,,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,500,8,eager,,2932,0.6730720102787018,0.8308055895046518,0.8505424052476883,0.9784435075521499,0.5368639826774597,0.10019201040267944,9583.981367273613,0.003920574229093754,7,185,closed_loop,0.02272616574946914,False,56.36279296875,1410.0
goodreads,128,filter,clause,c0_genre,silvertorch,triton,"{""n_probe"": 24}",0,ok,triton,797084,10000,9859,9859,9859,77164,0.33065800339244367,,1000,0.8867920618504286,394.17090606689453,0.0,True,1220.0,508.81725420616567,0fe440d4bc9013097737e225af59b71ccec94a6d,71430d7,False,NVIDIA A100-SXM4-80GB,1410.0,False,0.20576652727030403,0.08523444689811976,0.011173546721947,0.08305822571871616,0.40347308518612707,0.1275977648897428,0.004963789637578296,0.08418685897259688,0.4915517942150725,0.14391040396594657,0.0031823715738016397,0.08427500021158155,9859,0.9128004909385434,0.9359572820598944,0.9128004631675792,1.0,0.8471498121052621,0.8762619275494296,0.8471498525202598,1.0,0.7890052740539679,0.8233390798215444,0.7890053121491137,1.0,9859,,,,,reference,500,8,graph,,4395,0.45529600977897644,0.45591393143650616,0.4598175942897797,0.46272000670433044,0.44627198576927185,0.003551989793777466,17033.172414729233,0.01375782466467057,28,54,closed_loop,0.0002811379232541253,False,,1410.0
